item_id,hour,event_count,uv,pv,fav,cart,buy
250498,23,3,3,2,1,0,0
297610,0,4,4,4,0,0,0
297610,1,15,11,13,0,2,0
297610,2,8,8,7,1,0,0
297610,3,10,8,10,0,0,0
297610,4,13,10,12,0,1,0
297610,5,17,12,15,1,1,0
297610,6,21,12,19,1,1,0
297610,7,14,12,12,0,1,1
297610,8,21,15,20,1,0,0
297610,9,12,10,9,0,3,0
297610,10,20,14,18,1,1,0
297610,11,11,10,8,1,2,0
297610,12,16,13,15,0,0,1
297610,13,16,13,15,1,0,0
297610,14,17,13,15,0,2,0
297610,15,17,13,15,1,1,0
297610,16,2,1,2,0,0,0
297610,17,1,1,1,0,0,0
297610,18,1,1,1,0,0,0
297610,20,1,1,1,0,0,0
297610,21,2,1,2,0,0,0
297610,22,1,1,1,0,0,0
297610,23,1,1,1,0,0,0
320169,0,8,7,7,0,0,1
320169,1,14,13,13,0,1,0
320169,2,6,5,6,0,0,0
320169,3,18,15,17,1,0,0
320169,4,15,15,15,0,0,0
320169,5,7,6,6,0,0,1
320169,6,7,7,6,0,0,1
320169,7,7,7,7,0,0,0
320169,8,10,9,8,0,0,2
320169,9,8,8,7,0,0,1
320169,10,16,14,16,0,0,0
320169,11,7,7,6,0,1,0
320169,12,19,18,19,0,0,0
320169,13,6,6,6,0,0,0
320169,14,12,9,12,0,0,0
320169,15,7,7,6,0,0,1
320169,16,3,3,3,0,0,0
320169,20,1,1,1,0,0,0
320169,21,1,1,1,0,0,0
320169,22,5,5,5,0,0,0
320169,23,11,11,11,0,0,0
342576,0,12,9,12,0,0,0
342576,1,7,7,7,0,0,0
342576,2,16,15,15,1,0,0
342576,3,10,9,9,0,1,0
342576,4,10,8,10,0,0,0
342576,5,12,12,11,0,1,0
342576,6,12,10,10,1,1,0
342576,7,7,6,6,0,1,0
342576,8,9,9,8,0,1,0
342576,9,15,15,14,1,0,0
342576,10,8,8,8,0,0,0
342576,11,9,6,9,0,0,0
342576,12,15,9,15,0,0,0
342576,13,16,15,16,0,0,0
342576,14,19,18,16,1,2,0
342576,15,18,17,16,1,1,0
342576,16,4,4,3,1,0,0
342576,17,5,2,5,0,0,0
342576,18,4,4,4,0,0,0
342576,20,1,1,1,0,0,0
342576,22,2,2,2,0,0,0
342576,23,2,2,2,0,0,0
363858,0,6,6,6,0,0,0
363858,1,13,13,12,1,0,0
363858,2,9,9,8,1,0,0
363858,3,9,9,9,0,0,0
363858,4,10,9,10,0,0,0
363858,5,7,6,7,0,0,0
363858,6,8,8,8,0,0,0
363858,7,11,11,9,0,1,1
363858,8,8,8,8,0,0,0
363858,9,10,9,9,0,1,0
363858,10,12,11,10,0,2,0
363858,11,19,17,15,0,2,2
363858,12,24,20,23,0,1,0
363858,13,18,18,17,0,1,0
363858,14,23,21,21,0,2,0
363858,15,16,14,14,2,0,0
363858,16,5,5,3,0,2,0
363858,17,7,6,6,0,1,0
363858,18,1,1,1,0,0,0
363858,19,3,3,2,1,0,0
363858,20,1,1,1,0,0,0
363858,21,3,2,3,0,0,0
363858,22,2,2,1,0,1,0
363858,23,8,8,7,1,0,0
393880,0,12,10,12,0,0,0
393880,1,6,5,5,1,0,0
393880,2,9,7,8,0,0,1
393880,3,12,8,11,0,1,0
393880,4,8,6,7,1,0,0
393880,5,6,4,6,0,0,0
393880,6,9,8,9,0,0,0
393880,7,6,6,5,0,1,0
393880,8,9,9,8,0,1,0
393880,9,10,10,9,0,1,0
393880,10,11,8,10,0,1,0
393880,11,11,9,10,1,0,0
393880,12,10,10,9,1,0,0
393880,13,26,22,25,0,1,0
393880,14,29,23,25,2,2,0
393880,15,13,12,12,0,1,0
393880,16,2,2,1,0,1,0
393880,17,1,1,1,0,0,0
393880,18,3,3,3,0,0,0
393880,19,1,1,1,0,0,0
393880,22,3,3,2,0,1,0
393880,23,8,8,6,0,2,0
395399,0,9,8,8,0,1,0
395399,1,10,10,9,0,1,0
395399,2,16,14,12,1,1,2
395399,3,12,11,11,0,0,1
395399,4,6,6,6,0,0,0
395399,5,9,8,8,0,1,0
395399,6,32,22,28,0,2,2
395399,7,13,13,11,1,1,0
395399,8,10,10,8,0,1,1
395399,9,7,6,7,0,0,0
395399,10,6,5,3,0,3,0
395399,11,14,13,13,0,1,0
395399,12,19,14,19,0,0,0
395399,13,27,21,22,1,3,1
395399,14,12,12,11,0,1,0
395399,15,17,14,14,0,3,0
395399,16,6,5,6,0,0,0
395399,17,2,2,2,0,0,0
395399,20,2,2,2,0,0,0
395399,21,8,3,7,1,0,0
395399,22,3,3,3,0,0,0
395399,23,3,3,3,0,0,0
602041,0,7,7,7,0,0,0
602041,1,8,5,7,0,0,1
602041,2,13,11,10,0,3,0
602041,3,20,19,19,0,1,0
602041,4,7,7,7,0,0,0
602041,5,7,6,7,0,0,0
602041,6,12,10,10,2,0,0
602041,7,8,7,7,0,1,0
602041,8,13,13,13,0,0,0
602041,9,15,15,15,0,0,0
602041,10,15,14,13,1,1,0
602041,11,8,8,8,0,0,0
602041,12,17,16,16,1,0,0
602041,13,20,18,20,0,0,0
602041,14,21,21,18,1,2,0
602041,15,15,15,13,0,2,0
602041,16,5,5,5,0,0,0
602041,17,3,2,2,0,1,0
602041,18,2,2,1,1,0,0
602041,19,2,2,2,0,0,0
602041,20,2,2,2,0,0,0
602041,21,1,1,1,0,0,0
602041,22,3,3,3,0,0,0
602041,23,11,8,11,0,0,0
640975,0,10,10,9,0,1,0
640975,1,20,19,17,2,1,0
640975,2,15,15,14,1,0,0
640975,3,16,15,16,0,0,0
640975,4,15,14,14,1,0,0
640975,5,12,12,12,0,0,0
640975,6,16,13,14,0,2,0
640975,7,7,7,6,0,1,0
640975,8,17,17,15,2,0,0
640975,9,18,17,18,0,0,0
640975,10,8,8,8,0,0,0
640975,11,9,8,9,0,0,0
640975,12,22,20,21,1,0,0
640975,13,14,14,13,1,0,0
640975,14,25,24,24,0,1,0
640975,15,14,14,11,2,1,0
640975,16,14,13,14,0,0,0
640975,17,3,3,3,0,0,0
640975,18,5,5,4,0,1,0
640975,19,1,1,1,0,0,0
640975,21,1,1,1,0,0,0
640975,22,6,6,5,1,0,0
640975,23,8,7,8,0,0,0
705557,0,5,4,5,0,0,0
705557,1,11,9,11,0,0,0
705557,2,22,15,16,2,1,3
705557,3,15,15,11,0,3,1
705557,4,20,16,16,0,4,0
705557,5,18,17,15,0,2,1
705557,6,18,15,18,0,0,0
705557,7,20,13,18,0,0,2
705557,8,14,13,12,0,2,0
705557,9,20,18,19,0,1,0
705557,10,14,12,11,0,2,1
705557,11,21,13,15,2,2,2
705557,12,14,12,12,0,2,0
705557,13,20,18,18,1,1,0
705557,14,31,23,28,0,1,2
705557,15,20,17,15,0,5,0
705557,16,7,5,7,0,0,0
705557,18,2,2,2,0,0,0
705557,19,4,4,3,0,1,0
705557,20,1,1,1,0,0,0
705557,22,6,5,4,0,0,2
705557,23,5,2,4,0,0,1
726505,0,16,13,16,0,0,0
726505,1,9,8,9,0,0,0
726505,2,11,6,11,0,0,0
726505,3,13,12,12,0,0,1
726505,4,10,8,10,0,0,0
726505,5,8,8,8,0,0,0
726505,6,7,7,7,0,0,0
726505,7,8,8,6,1,1,0
726505,8,9,9,9,0,0,0
726505,9,12,11,11,0,1,0
726505,10,6,6,5,0,1,0
726505,11,11,11,10,0,1,0
726505,12,25,20,19,0,3,3
726505,13,9,9,5,0,2,2
726505,14,16,13,14,0,2,0
726505,15,16,13,15,0,1,0
726505,16,2,2,2,0,0,0
726505,17,3,2,3,0,0,0
726505,20,1,1,1,0,0,0
726505,22,2,2,2,0,0,0
726505,23,9,7,8,0,1,0
740947,0,7,7,6,1,0,0
740947,1,10,8,9,0,1,0
740947,2,8,6,8,0,0,0
740947,3,14,12,11,0,1,2
740947,4,14,14,11,2,1,0
740947,5,9,7,8,1,0,0
740947,6,12,12,10,0,2,0
740947,7,14,14,11,2,1,0
740947,8,11,10,7,2,1,1
740947,9,6,6,5,1,0,0
740947,10,6,6,6,0,0,0
740947,11,6,5,5,0,1,0
740947,12,16,14,14,0,1,1
740947,13,16,16,12,1,2,1
740947,14,19,17,15,1,3,0
740947,15,9,9,7,1,0,1
740947,16,4,4,3,0,0,1
740947,19,4,3,2,0,1,1
740947,20,3,3,3,0,0,0
740947,21,3,3,3,0,0,0
740947,22,3,3,3,0,0,0
740947,23,6,6,5,1,0,0
775348,0,3,3,3,0,0,0
775348,1,12,12,12,0,0,0
775348,2,6,6,6,0,0,0
775348,3,7,7,7,0,0,0
775348,4,8,8,8,0,0,0
775348,5,18,18,18,0,0,0
775348,6,6,6,6,0,0,0
775348,7,9,9,9,0,0,0
775348,8,18,17,16,1,1,0
775348,9,12,12,12,0,0,0
775348,10,8,8,8,0,0,0
775348,11,12,12,12,0,0,0
775348,12,10,10,10,0,0,0
775348,13,19,19,18,0,1,0
775348,14,16,15,16,0,0,0
775348,15,15,15,14,0,1,0
775348,16,9,9,9,0,0,0
775348,17,4,4,4,0,0,0
775348,18,1,1,0,0,1,0
775348,21,1,1,1,0,0,0
775348,22,2,2,2,0,0,0
775348,23,2,2,2,0,0,0
812879,0,33,32,32,0,1,0
812879,1,26,23,24,2,0,0
812879,2,44,32,42,0,2,0
812879,3,31,26,26,2,2,1
812879,4,37,28,32,2,3,0
812879,5,34,33,29,3,2,0
812879,6,33,30,31,2,0,0
812879,7,30,24,29,0,1,0
812879,8,49,43,47,0,2,0
812879,9,25,24,23,1,0,1
812879,10,36,32,33,1,2,0
812879,11,33,28,30,1,2,0
812879,12,51,45,49,1,1,0
812879,13,54,39,51,2,1,0
812879,14,47,41,43,0,4,0
812879,15,41,32,40,0,1,0
812879,16,24,20,22,1,1,0
812879,17,3,3,3,0,0,0
812879,18,5,5,5,0,0,0
812879,19,5,5,5,0,0,0
812879,20,1,1,1,0,0,0
812879,21,12,10,11,0,1,0
812879,22,7,7,6,0,1,0
812879,23,22,22,21,0,1,0
866111,0,3,3,2,0,1,0
866111,1,17,14,16,0,1,0
866111,2,7,7,6,0,1,0
866111,3,16,16,14,2,0,0
866111,4,6,6,6,0,0,0
866111,5,14,12,13,1,0,0
866111,6,10,7,10,0,0,0
866111,7,13,12,13,0,0,0
866111,8,5,5,5,0,0,0
866111,9,8,7,8,0,0,0
866111,10,14,11,13,0,1,0
866111,11,17,15,15,0,2,0
866111,12,16,15,16,0,0,0
866111,13,24,19,23,0,1,0
866111,14,24,17,21,1,2,0
866111,15,10,9,10,0,0,0
866111,16,3,3,3,0,0,0
866111,18,1,1,1,0,0,0
866111,19,2,2,2,0,0,0
866111,21,1,1,1,0,0,0
866111,22,5,5,5,0,0,0
866111,23,2,2,2,0,0,0
987143,0,16,11,15,0,1,0
987143,1,14,14,14,0,0,0
987143,2,15,15,13,2,0,0
987143,3,24,23,21,1,2,0
987143,4,14,14,12,1,1,0
987143,5,17,16,17,0,0,0
987143,6,24,21,22,1,1,0
987143,7,16,15,15,1,0,0
987143,8,23,21,20,1,2,0
987143,9,12,12,11,0,1,0
987143,10,10,10,10,0,0,0
987143,11,30,23,29,0,1,0
987143,12,18,15,15,1,2,0
987143,13,26,23,25,0,1,0
987143,14,28,24,27,0,1,0
987143,15,31,27,28,2,1,0
987143,16,17,16,15,1,1,0
987143,17,4,3,4,0,0,0
987143,18,2,2,2,0,0,0
987143,19,1,1,1,0,0,0
987143,20,2,2,2,0,0,0
987143,21,1,1,1,0,0,0
987143,22,3,3,2,0,1,0
987143,23,6,4,5,0,1,0
1154789,0,8,8,8,0,0,0
1154789,1,13,12,12,0,1,0
1154789,2,8,8,7,0,1,0
1154789,3,15,10,12,1,1,1
1154789,4,9,9,9,0,0,0
1154789,5,4,4,3,1,0,0
1154789,6,9,9,7,2,0,0
1154789,7,10,9,9,0,0,1
1154789,8,12,10,11,0,1,0
1154789,9,9,8,9,0,0,0
1154789,10,4,4,4,0,0,0
1154789,11,7,7,7,0,0,0
1154789,12,12,10,12,0,0,0
1154789,13,11,10,11,0,0,0
1154789,14,19,19,16,0,2,1
1154789,15,14,14,13,0,1,0
1154789,16,6,6,6,0,0,0
1154789,17,6,4,3,1,2,0
1154789,18,4,4,4,0,0,0
1154789,19,1,1,1,0,0,0
1154789,20,2,2,2,0,0,0
1154789,21,2,2,2,0,0,0
1154789,22,2,2,1,1,0,0
1154789,23,6,6,6,0,0,0
1164931,0,8,8,7,0,1,0
1164931,1,9,9,7,0,2,0
1164931,2,20,19,16,2,2,0
1164931,3,6,6,5,0,1,0
1164931,4,15,15,15,0,0,0
1164931,5,19,19,18,1,0,0
1164931,6,10,10,9,0,1,0
1164931,7,10,10,8,1,1,0
1164931,8,11,9,10,0,1,0
1164931,9,7,7,6,0,1,0
1164931,10,6,6,5,1,0,0
1164931,11,14,14,14,0,0,0
1164931,12,23,23,21,1,1,0
1164931,13,15,15,14,1,0,0
1164931,14,18,16,15,0,3,0
1164931,15,12,12,9,2,1,0
1164931,16,4,4,4,0,0,0
1164931,17,4,4,3,0,1,0
1164931,19,1,1,1,0,0,0
1164931,20,1,1,1,0,0,0
1164931,21,1,1,1,0,0,0
1164931,23,6,6,5,0,1,0
1223110,0,9,8,9,0,0,0
1223110,1,17,13,16,0,1,0
1223110,2,15,14,14,0,1,0
1223110,3,10,9,10,0,0,0
1223110,4,15,14,15,0,0,0
1223110,5,8,8,7,1,0,0
1223110,6,17,15,16,0,1,0
1223110,7,13,11,12,0,1,0
1223110,8,13,13,13,0,0,0
1223110,9,16,14,15,0,1,0
1223110,10,8,8,8,0,0,0
1223110,11,19,18,16,1,2,0
1223110,12,24,22,22,0,2,0
1223110,13,23,23,23,0,0,0
1223110,14,19,17,18,1,0,0
1223110,15,12,12,12,0,0,0
1223110,16,7,5,6,1,0,0
1223110,17,6,6,6,0,0,0
1223110,18,1,1,1,0,0,0
1223110,19,1,1,1,0,0,0
1223110,20,2,1,2,0,0,0
1223110,21,1,1,1,0,0,0
1223110,22,8,7,6,0,2,0
1223110,23,6,5,5,0,1,0
1402604,0,6,6,6,0,0,0
1402604,1,9,8,7,0,1,1
1402604,2,10,10,9,1,0,0
1402604,3,17,10,14,0,2,1
1402604,4,13,12,12,0,1,0
1402604,5,11,11,10,0,1,0
1402604,6,8,8,8,0,0,0
1402604,7,13,12,11,0,2,0
1402604,8,11,10,9,1,1,0
1402604,9,13,11,13,0,0,0
1402604,10,12,11,12,0,0,0
1402604,11,17,15,15,0,2,0
1402604,12,17,15,12,0,4,1
1402604,13,12,10,12,0,0,0
1402604,14,26,23,22,1,3,0
1402604,15,12,10,8,2,1,1
1402604,16,11,6,8,0,2,1
1402604,17,4,4,4,0,0,0
1402604,18,4,4,4,0,0,0
1402604,21,1,1,1,0,0,0
1402604,22,2,2,1,0,1,0
1402604,23,5,5,5,0,0,0
1444258,0,11,8,10,0,1,0
1444258,1,7,7,6,0,1,0
1444258,2,12,10,11,0,1,0
1444258,3,16,15,15,0,0,1
1444258,4,16,14,14,0,1,1
1444258,5,14,14,14,0,0,0
1444258,6,10,10,8,0,2,0
1444258,7,14,14,12,0,2,0
1444258,8,11,10,11,0,0,0
1444258,9,17,11,13,0,2,2
1444258,10,13,11,11,1,0,1
1444258,11,11,11,11,0,0,0
1444258,12,10,10,9,0,1,0
1444258,13,37,34,33,1,2,1
1444258,14,20,18,19,0,0,1
1444258,15,13,12,12,0,1,0
1444258,16,4,4,2,1,0,1
1444258,17,2,2,2,0,0,0
1444258,18,1,1,1,0,0,0
1444258,19,2,2,2,0,0,0
1444258,20,1,1,1,0,0,0
1444258,21,1,1,1,0,0,0
1444258,22,3,3,3,0,0,0
1444258,23,7,6,4,0,1,2
1457948,0,6,5,6,0,0,0
1457948,1,13,10,12,0,0,1
1457948,2,9,8,9,0,0,0
1457948,3,13,12,9,3,1,0
1457948,4,11,7,10,0,1,0
1457948,5,7,7,7,0,0,0
1457948,6,11,10,11,0,0,0
1457948,7,12,9,11,0,1,0
1457948,8,7,6,4,1,2,0
1457948,9,7,6,7,0,0,0
1457948,10,14,13,14,0,0,0
1457948,11,17,14,16,0,1,0
1457948,12,17,14,16,1,0,0
1457948,13,14,10,12,1,1,0
1457948,14,15,15,15,0,0,0
1457948,15,7,5,7,0,0,0
1457948,16,3,3,3,0,0,0
1457948,17,2,2,2,0,0,0
1457948,21,1,1,1,0,0,0
1457948,22,3,3,3,0,0,0
1457948,23,4,4,4,0,0,0
1459442,0,6,4,6,0,0,0
1459442,1,10,6,10,0,0,0
1459442,2,13,11,13,0,0,0
1459442,3,16,12,15,1,0,0
1459442,4,7,7,7,0,0,0
1459442,5,11,8,9,2,0,0
1459442,6,11,8,11,0,0,0
1459442,7,16,13,14,1,1,0
1459442,8,8,7,8,0,0,0
1459442,9,7,7,7,0,0,0
1459442,10,7,7,6,0,1,0
1459442,11,12,11,12,0,0,0
1459442,12,7,7,7,0,0,0
1459442,13,12,11,11,0,1,0
1459442,14,16,14,13,2,1,0
1459442,15,14,14,13,0,1,0
1459442,16,5,5,3,0,2,0
1459442,17,1,1,1,0,0,0
1459442,18,1,1,1,0,0,0
1459442,19,1,1,1,0,0,0
1459442,21,1,1,1,0,0,0
1459442,22,2,2,2,0,0,0
1459442,23,4,3,3,0,1,0
1535294,0,12,11,11,0,1,0
1535294,1,8,8,8,0,0,0
1535294,2,19,16,18,1,0,0
1535294,3,24,20,24,0,0,0
1535294,4,28,27,23,1,4,0
1535294,5,25,25,23,1,1,0
1535294,6,27,25,26,1,0,0
1535294,7,21,19,19,1,0,1
1535294,8,37,34,34,2,1,0
1535294,9,31,27,20,2,5,4
1535294,10,25,21,22,1,1,1
1535294,11,20,18,16,2,2,0
1535294,12,27,24,22,1,2,2
1535294,13,30,29,27,0,3,0
1535294,14,43,39,34,2,4,3
1535294,15,26,26,23,1,2,0
1535294,16,10,9,9,0,1,0
1535294,17,2,2,2,0,0,0
1535294,18,2,2,1,0,1,0
1535294,19,4,4,3,0,1,0
1535294,20,3,3,3,0,0,0
1535294,21,4,3,3,1,0,0
1535294,22,2,2,2,0,0,0
1535294,23,16,15,13,1,1,1
1541734,0,6,6,6,0,0,0
1541734,1,7,7,6,0,1,0
1541734,2,3,3,2,0,1,0
1541734,3,7,7,6,0,1,0
1541734,4,11,10,9,1,1,0
1541734,5,11,8,11,0,0,0
1541734,6,15,14,14,1,0,0
1541734,7,10,9,10,0,0,0
1541734,8,5,4,4,1,0,0
1541734,9,10,9,8,0,2,0
1541734,10,7,6,7,0,0,0
1541734,11,28,21,28,0,0,0
1541734,12,22,20,21,0,1,0
1541734,13,20,17,19,0,1,0
1541734,14,16,16,15,0,1,0
1541734,15,9,8,9,0,0,0
1541734,16,3,3,3,0,0,0
1541734,17,2,2,1,0,1,0
1541734,18,3,3,3,0,0,0
1541734,19,1,1,1,0,0,0
1541734,20,1,1,1,0,0,0
1541734,21,1,1,1,0,0,0
1541734,22,2,2,1,1,0,0
1541734,23,4,4,4,0,0,0
1583704,0,16,16,16,0,0,0
1583704,1,14,12,11,1,2,0
1583704,2,23,21,20,1,2,0
1583704,3,16,16,15,0,1,0
1583704,4,14,14,14,0,0,0
1583704,5,12,12,11,1,0,0
1583704,6,27,22,25,1,0,1
1583704,7,13,13,12,1,0,0
1583704,8,20,18,19,1,0,0
1583704,9,13,13,11,1,1,0
1583704,10,23,22,21,1,1,0
1583704,11,19,18,18,1,0,0
1583704,12,20,18,19,1,0,0
1583704,13,33,32,30,0,3,0
1583704,14,16,16,13,0,2,1
1583704,15,27,26,23,2,2,0
1583704,16,12,12,11,1,0,0
1583704,17,4,3,4,0,0,0
1583704,18,1,1,1,0,0,0
1583704,19,1,1,1,0,0,0
1583704,20,1,1,1,0,0,0
1583704,21,1,1,1,0,0,0
1583704,22,2,2,2,0,0,0
1583704,23,8,8,8,0,0,0
1591862,0,1,1,1,0,0,0
1591862,1,1,1,1,0,0,0
1591862,7,351,271,351,0,0,0
1591862,13,1,1,1,0,0,0
1684440,0,10,10,9,1,0,0
1684440,1,10,9,9,0,1,0
1684440,2,9,6,8,0,1,0
1684440,3,10,7,5,0,2,3
1684440,4,4,4,4,0,0,0
1684440,5,9,9,6,0,3,0
1684440,6,4,4,4,0,0,0
1684440,7,12,10,10,0,2,0
1684440,8,8,8,6,1,0,1
1684440,9,12,11,9,0,3,0
1684440,10,18,12,14,1,1,2
1684440,11,10,10,10,0,0,0
1684440,12,14,14,8,2,4,0
1684440,13,13,13,10,1,2,0
1684440,14,24,19,16,2,3,3
1684440,15,10,8,9,0,1,0
1684440,16,6,6,6,0,0,0
1684440,18,1,1,1,0,0,0
1684440,19,4,4,3,0,1,0
1684440,23,2,2,1,0,1,0
1699547,0,14,9,13,0,1,0
1699547,1,11,9,10,1,0,0
1699547,2,12,9,11,0,1,0
1699547,3,7,7,7,0,0,0
1699547,4,13,13,13,0,0,0
1699547,5,10,9,9,0,1,0
1699547,6,7,7,7,0,0,0
1699547,7,18,18,17,0,1,0
1699547,8,16,16,16,0,0,0
1699547,9,6,6,6,0,0,0
1699547,10,15,11,14,1,0,0
1699547,11,10,10,9,1,0,0
1699547,12,15,14,15,0,0,0
1699547,13,19,17,16,2,1,0
1699547,14,17,17,16,1,0,0
1699547,15,11,11,11,0,0,0
1699547,16,7,6,5,0,2,0
1699547,17,1,1,1,0,0,0
1699547,18,1,1,1,0,0,0
1699547,19,2,2,2,0,0,0
1699547,20,1,1,1,0,0,0
1699547,21,1,1,1,0,0,0
1699547,22,2,2,2,0,0,0
1699547,23,4,4,3,0,1,0
1773536,0,8,8,7,0,1,0
1773536,1,10,10,10,0,0,0
1773536,2,18,13,17,0,1,0
1773536,3,18,14,18,0,0,0
1773536,4,12,10,12,0,0,0
1773536,5,8,8,8,0,0,0
1773536,6,14,11,14,0,0,0
1773536,7,10,10,10,0,0,0
1773536,8,6,6,6,0,0,0
