item_id,date,event_count,uv,pv,fav,cart,buy
602041,2017-11-30,40,34,38,1,1,0
602041,2017-12-01,34,32,34,0,0,0
602041,2017-12-02,23,20,20,1,2,0
602041,2017-12-03,21,19,21,0,0,0
640975,2017-11-25,33,28,30,1,2,0
640975,2017-11-26,35,35,31,4,0,0
640975,2017-11-27,33,30,32,0,1,0
640975,2017-11-28,19,18,17,0,2,0
640975,2017-11-29,33,29,32,1,0,0
640975,2017-11-30,35,31,32,2,1,0
640975,2017-12-01,23,20,20,1,2,0
640975,2017-12-02,32,30,32,0,0,0
640975,2017-12-03,33,32,31,2,0,0
705557,2017-11-25,17,14,17,0,0,0
705557,2017-11-26,23,18,22,0,0,1
705557,2017-11-27,38,31,31,0,4,3
705557,2017-11-28,43,31,39,0,3,1
705557,2017-11-29,29,20,28,1,0,0
705557,2017-11-30,30,21,26,1,2,1
705557,2017-12-01,7,6,6,0,1,0
705557,2017-12-02,17,13,15,0,2,0
705557,2017-12-03,104,77,77,3,15,9
726505,2017-11-25,33,26,31,0,1,1
726505,2017-11-26,19,16,17,0,1,1
726505,2017-11-27,28,26,26,0,2,0
726505,2017-11-28,30,23,28,0,1,1
726505,2017-11-29,26,23,20,1,4,1
726505,2017-11-30,27,27,24,0,3,0
726505,2017-12-01,23,15,21,0,0,2
726505,2017-12-02,9,8,8,0,1,0
726505,2017-12-03,8,7,8,0,0,0
740947,2017-11-25,25,24,23,2,0,0
740947,2017-11-26,15,14,12,0,2,1
740947,2017-11-27,19,17,16,1,1,1
740947,2017-11-28,22,18,19,1,1,1
740947,2017-11-29,25,25,18,3,2,2
740947,2017-11-30,19,14,17,1,0,1
740947,2017-12-01,32,27,26,2,2,2
740947,2017-12-02,24,22,20,2,2,0
740947,2017-12-03,19,18,13,1,5,0
775348,2017-11-25,4,4,4,0,0,0
775348,2017-11-26,5,5,5,0,0,0
775348,2017-11-27,25,24,25,0,0,0
775348,2017-11-28,13,13,13,0,0,0
775348,2017-11-29,28,28,27,0,1,0
775348,2017-11-30,23,23,21,0,2,0
775348,2017-12-01,27,27,27,0,0,0
775348,2017-12-02,54,52,52,1,1,0
775348,2017-12-03,19,19,19,0,0,0
812879,2017-11-25,78,60,73,3,2,0
812879,2017-11-26,68,54,62,2,3,1
812879,2017-11-27,61,50,56,2,3,0
812879,2017-11-28,71,56,69,0,1,1
812879,2017-11-29,80,68,73,2,5,0
812879,2017-11-30,76,63,68,5,3,0
812879,2017-12-01,69,57,64,2,3,0
812879,2017-12-02,100,77,94,2,4,0
812879,2017-12-03,80,61,76,0,4,0
866111,2017-11-25,19,18,17,0,2,0
866111,2017-11-26,19,16,16,2,1,0
866111,2017-11-27,31,23,29,0,2,0
866111,2017-11-28,18,17,18,0,0,0
866111,2017-11-29,26,19,26,0,0,0
866111,2017-11-30,28,25,25,1,2,0
866111,2017-12-01,35,27,33,0,2,0
866111,2017-12-02,21,21,21,0,0,0
866111,2017-12-03,21,16,20,1,0,0
987143,2017-11-25,48,44,44,2,2,0
987143,2017-11-26,74,57,66,3,5,0
987143,2017-11-27,44,41,39,2,3,0
987143,2017-11-28,57,53,55,1,1,0
987143,2017-11-29,52,48,47,2,3,0
987143,2017-11-30,23,18,22,0,1,0
987143,2017-12-01,16,16,15,1,0,0
987143,2017-12-02,21,17,20,0,1,0
987143,2017-12-03,19,16,18,0,1,0
1154789,2017-11-25,8,8,8,0,0,0
1154789,2017-11-26,15,15,14,0,1,0
1154789,2017-11-27,17,13,15,0,2,0
1154789,2017-11-28,25,22,21,3,1,0
1154789,2017-11-29,22,21,21,0,1,0
1154789,2017-11-30,30,25,25,1,2,2
1154789,2017-12-01,32,28,29,1,1,1
1154789,2017-12-02,26,26,25,0,1,0
1154789,2017-12-03,18,15,17,1,0,0
1164931,2017-11-25,16,16,15,0,1,0
1164931,2017-11-26,15,15,12,2,1,0
1164931,2017-11-27,19,17,17,1,1,0
1164931,2017-11-28,20,20,18,1,1,0
1164931,2017-11-29,17,17,16,1,0,0
1164931,2017-11-30,46,45,40,1,5,0
1164931,2017-12-01,22,21,17,2,3,0
1164931,2017-12-02,34,31,30,0,4,0
1164931,2017-12-03,31,31,29,1,1,0
1223110,2017-11-25,28,27,25,0,3,0
1223110,2017-11-26,36,33,35,0,1,0
1223110,2017-11-27,29,26,28,0,1,0
1223110,2017-11-28,25,22,25,0,0,0
1223110,2017-11-29,29,27,29,0,0,0
1223110,2017-11-30,24,22,22,0,2,0
1223110,2017-12-01,26,22,23,2,1,0
1223110,2017-12-02,28,25,24,2,2,0
1223110,2017-12-03,45,39,43,0,2,0
1402604,2017-11-25,25,20,21,1,3,0
1402604,2017-11-26,29,25,25,2,2,0
1402604,2017-11-27,28,25,23,2,3,0
1402604,2017-11-28,25,19,21,0,3,1
1402604,2017-11-29,26,22,24,0,2,0
1402604,2017-11-30,30,22,23,0,4,3
1402604,2017-12-01,18,17,16,0,2,0
1402604,2017-12-02,31,25,28,0,2,1
1402604,2017-12-03,22,21,22,0,0,0
1444258,2017-11-25,37,35,31,1,3,2
1444258,2017-11-26,36,32,35,0,1,0
1444258,2017-11-27,17,17,14,1,1,1
1444258,2017-11-28,24,21,21,0,2,1
1444258,2017-11-29,8,8,8,0,0,0
1444258,2017-11-30,33,28,30,0,2,1
1444258,2017-12-01,40,33,36,0,2,2
1444258,2017-12-02,31,27,29,0,0,2
1444258,2017-12-03,27,24,21,1,4,1
1457948,2017-11-25,16,16,15,0,1,0
1457948,2017-11-26,26,19,23,3,0,0
1457948,2017-11-27,21,16,17,2,2,0
1457948,2017-11-28,19,14,18,0,0,1
1457948,2017-11-29,23,18,21,0,2,0
1457948,2017-11-30,25,20,24,1,0,0
1457948,2017-12-01,16,14,14,0,2,0
1457948,2017-12-02,23,20,23,0,0,0
1457948,2017-12-03,24,16,24,0,0,0
1459442,2017-11-25,29,20,28,1,0,0
1459442,2017-11-26,14,10,12,1,1,0
1459442,2017-11-27,30,27,27,1,2,0
1459442,2017-11-28,13,10,13,0,0,0
1459442,2017-11-29,20,18,20,0,0,0
1459442,2017-11-30,15,14,15,0,0,0
1459442,2017-12-01,24,20,22,1,1,0
1459442,2017-12-02,25,17,23,0,2,0
1459442,2017-12-03,18,14,14,2,2,0
1535294,2017-11-25,6,6,5,0,1,0
1535294,2017-11-26,7,7,6,0,1,0
1535294,2017-11-27,11,11,10,1,0,0
1535294,2017-11-28,30,29,27,0,2,1
1535294,2017-11-29,43,42,37,2,4,0
1535294,2017-11-30,80,70,68,4,4,4
1535294,2017-12-01,60,52,51,2,3,4
1535294,2017-12-02,114,104,99,6,8,1
1535294,2017-12-03,95,84,83,3,7,2
1541734,2017-11-25,15,15,15,0,0,0
1541734,2017-11-26,19,17,18,1,0,0
1541734,2017-11-27,24,23,22,0,2,0
1541734,2017-11-28,27,19,26,1,0,0
1541734,2017-11-29,27,24,24,1,2,0
1541734,2017-11-30,19,19,18,0,1,0
1541734,2017-12-01,22,20,22,0,0,0
1541734,2017-12-02,22,21,18,0,4,0
1541734,2017-12-03,29,25,27,1,1,0
1583704,2017-11-25,40,38,38,1,1,0
1583704,2017-11-26,43,43,40,2,1,0
1583704,2017-11-27,24,23,22,2,0,0
1583704,2017-11-28,37,34,30,1,6,0
1583704,2017-11-29,36,31,36,0,0,0
1583704,2017-11-30,38,37,32,4,2,0
1583704,2017-12-01,37,36,33,1,3,0
1583704,2017-12-02,40,36,36,2,1,1
1583704,2017-12-03,41,36,40,0,0,1
1591862,2017-11-29,1,1,1,0,0,0
1591862,2017-11-30,350,270,350,0,0,0
1591862,2017-12-01,2,2,2,0,0,0
1591862,2017-12-03,1,1,1,0,0,0
1684440,2017-11-25,26,24,23,0,3,0
1684440,2017-11-26,22,20,12,1,8,1
1684440,2017-11-27,21,16,18,0,2,1
1684440,2017-11-28,17,15,13,1,3,0
1684440,2017-11-29,17,14,12,2,3,0
1684440,2017-11-30,31,23,24,1,2,4
1684440,2017-12-01,15,15,9,1,4,1
1684440,2017-12-02,15,13,15,0,0,0
1684440,2017-12-03,26,20,22,2,0,2
1699547,2017-11-25,19,19,18,1,0,0
1699547,2017-11-26,22,17,19,1,2,0
1699547,2017-11-27,24,22,22,1,1,0
1699547,2017-11-28,20,18,20,0,0,0
1699547,2017-11-29,28,27,25,1,2,0
1699547,2017-11-30,44,41,41,1,2,0
1699547,2017-12-01,27,23,27,0,0,0
1699547,2017-12-02,16,13,15,0,1,0
1699547,2017-12-03,20,18,19,1,0,0
1773536,2017-11-25,25,19,25,0,0,0
1773536,2017-11-26,29,25,28,0,1,0
1773536,2017-11-27,20,16,20,0,0,0
1773536,2017-11-28,31,22,29,0,2,0
1773536,2017-11-29,20,19,19,0,0,1
1773536,2017-11-30,24,20,20,0,4,0
1773536,2017-12-01,25,21,25,0,0,0
1773536,2017-12-02,25,21,24,0,0,1
1773536,2017-12-03,26,22,26,0,0,0
1819353,2017-11-25,7,7,7,0,0,0
1819353,2017-11-26,12,11,11,0,1,0
1819353,2017-11-27,10,10,10,0,0,0
1819353,2017-11-28,20,20,18,0,1,1
1819353,2017-11-29,21,19,19,0,2,0
1819353,2017-11-30,32,32,29,1,1,1
1819353,2017-12-01,21,20,20,1,0,0
1819353,2017-12-02,43,43,40,0,3,0
1819353,2017-12-03,44,44,43,0,1,0
1864347,2017-11-25,31,25,29,2,0,0
1864347,2017-11-26,24,18,23,1,0,0
1864347,2017-11-27,14,12,13,1,0,0
1864347,2017-11-28,20,19,18,2,0,0
1864347,2017-11-29,24,24,23,0,1,0
1864347,2017-11-30,21,19,20,1,0,0
1864347,2017-12-01,26,22,23,2,1,0
1864347,2017-12-02,24,18,22,1,1,0
1864347,2017-12-03,16,15,16,0,0,0
1886236,2017-11-25,35,28,32,1,2,0
1886236,2017-11-26,35,32,32,1,1,1
1886236,2017-11-27,31,26,29,0,2,0
1886236,2017-11-28,23,21,21,0,2,0
1886236,2017-11-29,18,13,16,0,2,0
1886236,2017-11-30,22,18,20,0,2,0
1886236,2017-12-01,17,16,16,1,0,0
1886236,2017-12-02,18,18,18,0,0,0
1886236,2017-12-03,14,14,13,0,1,0
1951985,2017-11-25,31,30,30,0,1,0
1951985,2017-11-26,30,28,28,0,2,0
1951985,2017-11-27,21,21,21,0,0,0
1951985,2017-11-28,41,37,40,0,1,0
1951985,2017-11-29,38,36,34,3,1,0
1951985,2017-11-30,45,45,42,2,1,0
1951985,2017-12-01,30,30,25,1,4,0
1951985,2017-12-02,6,6,5,1,0,0
1951985,2017-12-03,4,4,4,0,0,0
1962765,2017-11-25,20,14,17,1,2,0
1962765,2017-11-26,36,24,32,0,1,3
1962765,2017-11-27,19,18,17,0,2,0
1962765,2017-11-28,26,19,25,0,0,1
1962765,2017-11-29,28,22,27,1,0,0
1962765,2017-11-30,11,10,11,0,0,0
1962765,2017-12-01,13,11,12,0,1,0
1962765,2017-12-02,19,15,19,0,0,0
1962765,2017-12-03,34,28,31,2,1,0
1989476,2017-11-25,18,15,15,1,2,0
1989476,2017-11-26,24,21,24,0,0,0
1989476,2017-11-27,15,13,13,0,2,0
1989476,2017-11-28,14,6,14,0,0,0
1989476,2017-11-29,28,18,26,0,2,0
1989476,2017-11-30,19,15,19,0,0,0
1989476,2017-12-01,21,17,19,0,1,1
1989476,2017-12-02,33,24,29,2,2,0
1989476,2017-12-03,15,14,14,0,1,0
2032668,2017-11-25,22,20,19,2,1,0
2032668,2017-11-26,50,38,44,2,3,1
2032668,2017-11-27,69,57,67,0,2,0
2032668,2017-11-28,60,45,55,2,1,2
2032668,2017-11-29,48,44,41,4,2,1
2032668,2017-11-30,54,51,48,1,5,0
2032668,2017-12-01,61,57,60,0,1,0
2032668,2017-12-02,68,64,67,0,1,0
2032668,2017-12-03,72,57,68,2,2,0
2099112,2017-11-25,35,27,32,0,3,0
2099112,2017-11-26,34,29,32,0,2,0
2099112,2017-11-27,22,17,17,1,4,0
2099112,2017-11-28,14,12,12,1,1,0
2099112,2017-11-29,27,27,26,0,1,0
2099112,2017-11-30,18,16,18,0,0,0
2099112,2017-12-01,21,18,19,0,2,0
2099112,2017-12-02,16,14,16,0,0,0
2099112,2017-12-03,16,15,14,1,1,0
2161188,2017-11-25,24,24,22,1,1,0
2161188,2017-11-26,20,20,20,0,0,0
2161188,2017-11-27,23,23,21,2,0,0
2161188,2017-11-28,16,15,15,1,0,0
2161188,2017-11-29,19,18,18,0,1,0
2161188,2017-11-30,23,22,21,1,1,0
2161188,2017-12-01,20,20,20,0,0,0
2161188,2017-12-02,33,32,31,0,2,0
2161188,2017-12-03,21,19,20,1,0,0
2167765,2017-11-25,19,14,16,1,1,1
2167765,2017-11-26,24,21,24,0,0,0
2167765,2017-11-27,30,18,24,1,2,3
2167765,2017-11-28,38,27,36,2,0,0
2167765,2017-11-29,28,22,27,0,0,1
2167765,2017-11-30,28,23,27,0,0,1
2167765,2017-12-01,38,28,36,1,1,0
2167765,2017-12-02,38,26,35,1,2,0
2167765,2017-12-03,26,22,24,1,0,1
2236861,2017-11-25,14,8,12,0,2,0
2236861,2017-11-26,27,12,25,0,1,1
2236861,2017-11-27,32,23,31,1,0,0
2236861,2017-11-28,29,22,29,0,0,0
2236861,2017-11-29,40,26,38,0,2,0
2236861,2017-11-30,23,20,23,0,0,0
2236861,2017-12-01,20,15,18,0,1,1
2236861,2017-12-02,20,17,19,0,0,1
2236861,2017-12-03,20,17,19,1,0,0
2279428,2017-11-26,12,10,11,0,1,0
2279428,2017-11-27,13,13,12,1,0,0
2279428,2017-11-28,24,23,19,4,1,0
2279428,2017-11-29,35,35,27,3,5,0
2279428,2017-11-30,39,39,33,2,4,0
2279428,2017-12-01,76,72,69,1,6,0
2279428,2017-12-02,70,65,64,4,2,0
2279428,2017-12-03,85,81,68,9,8,0
2319849,2017-11-25,21,18,21,0,0,0
2319849,2017-11-26,33,28,32,0,0,1
2319849,2017-11-27,9,8,9,0,0,0
2319849,2017-11-28,14,13,13,0,1,0
2319849,2017-11-29,14,13,14,0,0,0
2319849,2017-11-30,21,18,18,0,3,0
2319849,2017-12-01,28,28,26,0,2,0
2319849,2017-12-02,25,17,22,2,1,0
2319849,2017-12-03,23,20,20,1,2,0
2331370,2017-11-25,42,41,41,1,0,0
2331370,2017-11-26,45,42,40,4,1,0
2331370,2017-11-27,45,42,41,3,1,0
2331370,2017-11-28,48,44,43,0,5,0
2331370,2017-11-29,60,52,53,2,3,2
2331370,2017-11-30,68,61,59,3,5,1
2331370,2017-12-01,54,46,51,0,3,0
2331370,2017-12-02,61,50,54,2,5,0
2331370,2017-12-03,67,60,61,1,5,0
2338453,2017-11-25,132,112,114,4,10,4
2338453,2017-11-26,88,77,79,4,5,0
2338453,2017-11-27,25,20,24,0,1,0
2338453,2017-11-28,29,27,27,1,1,0
2338453,2017-11-29,29,24,26,1,2,0
2338453,2017-11-30,21,19,19,1,0,1
2338453,2017-12-01,31,30,31,0,0,0
2338453,2017-12-02,29,29,29,0,0,0
2338453,2017-12-03,27,26,27,0,0,0
2353009,2017-11-25,26,24,22,1,3,0
2353009,2017-11-26,13,13,12,0,1,0
2353009,2017-11-27,19,19,17,0,1,1
2353009,2017-11-28,35,33,32,1,2,0
2353009,2017-11-29,30,28,26,3,1,0
2353009,2017-11-30,27,27,24,1,2,0
2353009,2017-12-01,21,21,20,1,0,0
2353009,2017-12-02,29,28,27,1,0,1
2353009,2017-12-03,26,25,24,0,2,0
2353750,2017-11-25,33,27,31,1,1,0
2353750,2017-11-26,26,21,24,1,1,0
2353750,2017-11-27,14,13,11,2,1,0
2353750,2017-11-28,19,16,17,1,1,0
2353750,2017-11-29,21,13,19,0,2,0
2353750,2017-11-30,15,13,15,0,0,0
2353750,2017-12-01,15,13,15,0,0,0
2353750,2017-12-02,41,25,36,3,2,0
2353750,2017-12-03,21,11,20,0,1,0
2364679,2017-11-25,62,51,56,2,4,0
2364679,2017-11-26,60,52,54,5,1,0
2364679,2017-11-27,49,43,43,3,3,0
2364679,2017-11-28,29,28,23,2,4,0
2364679,2017-11-29,37,29,35,1,1,0
2364679,2017-11-30,19,15,18,1,0,0
2364679,2017-12-01,7,6,5,1,1,0
2364679,2017-12-02,14,10,13,1,0,0
2364679,2017-12-03,10,9,9,0,1,0
2367945,2017-11-30,351,271,351,0,0,0
2367945,2017-12-02,1,1,1,0,0,0
2400640,2017-11-25,12,12,11,1,0,0
2400640,2017-11-26,16,16,16,0,0,0
2400640,2017-11-27,20,20,19,0,1,0
2400640,2017-11-28,27,26,27,0,0,0
2400640,2017-11-29,25,25,25,0,0,0
2400640,2017-11-30,37,36,36,1,0,0
2400640,2017-12-01,26,26,25,1,0,0
2400640,2017-12-02,38,36,37,0,1,0
2400640,2017-12-03,29,29,29,0,0,0
2453685,2017-11-25,32,32,30,2,0,0
2453685,2017-11-26,28,25,25,2,1,0
2453685,2017-11-27,26,25,25,1,0,0
2453685,2017-11-28,34,32,31,2,0,1
2453685,2017-11-29,43,42,37,5,1,0
2453685,2017-11-30,61,55,59,2,0,0
2453685,2017-12-01,41,39,33,1,7,0
2453685,2017-12-02,50,49,45,0,4,1
2453685,2017-12-03,55,52,46,1,6,2
2521928,2017-11-25,26,21,22,0,3,1
2521928,2017-11-26,21,19,20,1,0,0
2521928,2017-11-27,22,20,18,1,2,1
2521928,2017-11-28,47,39,39,3,4,1
2521928,2017-11-29,28,26,26,2,0,0
2521928,2017-11-30,34,33,31,0,3,0
2521928,2017-12-01,14,13,14,0,0,0
2521928,2017-12-02,22,21,22,0,0,0
2521928,2017-12-03,26,23,22,0,3,1
2530033,2017-11-25,46,34,43,0,3,0
2530033,2017-11-26,14,12,12,1,1,0
2530033,2017-11-27,12,10,11,0,1,0
2530033,2017-11-28,24,19,21,0,3,0
2530033,2017-11-29,14,11,13,0,1,0
2530033,2017-11-30,26,19,26,0,0,0
2530033,2017-12-01,18,18,17,0,1,0
2530033,2017-12-02,12,12,12,0,0,0
2530033,2017-12-03,21,21,19,2,0,0
2560262,2017-11-25,35,23,27,1,5,2
2560262,2017-11-26,36,24,26,3,5,2
2560262,2017-11-27,27,20,21,0,5,1
2560262,2017-11-28,33,28,29,0,3,1
2560262,2017-11-29,17,13,15,0,2,0
2560262,2017-11-30,35,28,32,1,0,2
2560262,2017-12-01,46,30,41,0,2,3
2560262,2017-12-02,40,26,33,0,4,3
2560262,2017-12-03,38,29,33,0,4,1
2667082,2017-11-25,24,21,22,0,2,0
2667082,2017-11-26,26,26,24,1,0,1
2667082,2017-11-27,24,22,22,1,1,0
2667082,2017-11-28,22,22,22,0,0,0
2667082,2017-11-29,25,24,19,2,3,1
2667082,2017-11-30,36,35,32,1,2,1
2667082,2017-12-01,20,19,17,1,1,1
2667082,2017-12-02,12,12,12,0,0,0
2667082,2017-12-03,21,21,18,2,1,0
2778083,2017-11-25,28,18,23,4,1,0
2778083,2017-11-26,28,20,26,2,0,0
2778083,2017-11-27,28,20,25,0,3,0
2778083,2017-11-28,18,10,16,1,1,0
2778083,2017-11-29,17,14,16,1,0,0
2778083,2017-11-30,36,25,35,1,0,0
2778083,2017-12-01,26,20,23,1,2,0
2778083,2017-12-02,17,13,16,0,1,0
2778083,2017-12-03,16,13,15,0,1,0
2783905,2017-11-25,22,18,20,1,1,0
2783905,2017-11-26,27,19,21,3,3,0
2783905,2017-11-27,24,23,24,0,0,0
2783905,2017-11-28,16,16,15,1,0,0
2783905,2017-11-29,37,27,33,2,2,0
2783905,2017-11-30,26,24,24,1,1,0
2783905,2017-12-01,45,27,40,1,4,0
2783905,2017-12-02,35,24,32,2,0,1
2783905,2017-12-03,24,17,22,0,2,0
2790543,2017-11-25,20,17,19,0,1,0
2790543,2017-11-26,30,20,27,1,0,2
2790543,2017-11-27,51,36,47,1,2,1
2790543,2017-11-28,51,32,49,0,1,1
2790543,2017-11-29,43,28,42,1,0,0
2790543,2017-11-30,32,28,31,0,1,0
2790543,2017-12-01,30,23,25,0,3,2
2790543,2017-12-02,27,19,23,1,2,1
2790543,2017-12-03,30,21,23,4,3,0
2818406,2017-11-25,21,20,21,0,0,0
2818406,2017-11-26,41,39,35,3,3,0
2818406,2017-11-27,33,28,30,2,0,1
2818406,2017-11-28,35,32,31,3,1,0
2818406,2017-11-29,44,43,37,4,3,0
2818406,2017-11-30,49,48,41,2,5,1
2818406,2017-12-01,52,44,44,4,4,0
2818406,2017-12-02,52,44,45,3,3,1
2818406,2017-12-03,43,35,40,0,2,1
2828948,2017-11-25,35,26,28,5,1,1
2828948,2017-11-26,34,29,32,1,1,0
2828948,2017-11-27,17,15,15,0,2,0
2828948,2017-11-28,25,22,23,1,1,0
2828948,2017-11-29,22,20,19,2,1,0
2828948,2017-11-30,29,26,28,0,1,0
2828948,2017-12-01,25,19,25,0,0,0
2828948,2017-12-02,31,28,28,0,3,0
2828948,2017-12-03,21,18,20,0,1,0
2964774,2017-11-25,15,15,13,0,1,1
2964774,2017-11-26,24,16,20,0,1,3
2964774,2017-11-27,14,14,11,0,3,0
2964774,2017-11-28,25,16,23,0,1,1
2964774,2017-11-29,13,11,9,0,3,1
2964774,2017-11-30,35,17,29,0,2,4
2964774,2017-12-01,29,19,25,0,3,1
2964774,2017-12-02,26,22,20,0,2,4
2964774,2017-12-03,18,16,15,0,3,0
3000506,2017-11-25,21,21,20,1,0,0
3000506,2017-11-26,9,9,8,1,0,0
3000506,2017-11-27,14,14,14,0,0,0
3000506,2017-11-28,31,30,28,1,2,0
3000506,2017-11-29,18,18,18,0,0,0
3000506,2017-11-30,28,28,26,1,1,0
3000506,2017-12-01,18,18,17,0,1,0
3000506,2017-12-02,27,26,27,0,0,0
3000506,2017-12-03,23,23,20,1,2,0
3011437,2017-11-25,30,15,29,0,0,1
3011437,2017-11-26,14,10,12,1,1,0
3011437,2017-11-27,18,16,17,0,1,0
3011437,2017-11-28,23,20,19,2,2,0
3011437,2017-11-29,27,23,26,1,0,0
3011437,2017-11-30,32,22,30,1,1,0
3011437,2017-12-01,35,30,35,0,0,0
